Empresas,Frutas,Cliente,Cantidad (Kg),Año,VENTAS_Canada(KG),VENTAS_China(KG),VENTAS_EE.UU.(KG),VENTAS_España(KG),VENTAS_Francia(KG)
AgroPro,Palta,America Exportadores,1256,2013,4,4,4,2,2
Alfa,Mandarina,America Exportadores,1208,2019,1,4,2,1,2
PeruExport,Uva,Exportadores Mundiales,2285,2012,3,4,2,3,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1398,2014,2,4,3,3,2
AgroPro,ArÃ¡ndanos,America Exportadores,938,2012,3,4,1,3,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1105,2017,5,4,3,3,2
Alfa,Platano,Europa Exportadores,1058,2019,3,4,4,3,2
PeruExport,Platano,J&T Exportadores,1462,2014,2,3,5,2,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1642,2020,1,3,5,3,3
America,Platano,America Exportadores,1876,2020,1,3,1,1,2
PeruExport,ArÃ¡ndanos,Exportadores Mundiales,2270,2017,2,4,3,3,2
VirPeru,Mango,Europa Exportadores,2076,2013,4,3,2,3,2
AgroPro,Platano,Europa Exportadores,2255,2010,5,4,3,3,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1477,2011,3,3,4,1,2
Alfa,Mango,Mercado Mundial,1511,2010,2,4,4,1,2
AgroPro,Mango,Exportadores Mundiales,1318,2020,1,4,4,1,3
VirPeru,Platano,Mercado Mundial,1366,2017,2,3,2,2,3
PeruExport,Uva,America Exportadores,2110,2010,5,3,5,2,2
America,Uva,America Exportadores,2265,2011,5,3,2,3,3
America,Mandarina,Europa Exportadores,1317,2017,5,4,2,3,2
AgroPro,Uva,Europa Exportadores,1582,2019,2,3,1,1,3
AgroLatina,Mandarina,America Exportadores,1537,2016,2,3,3,2,2
AgroPro,Platano,America Exportadores,1368,2015,3,4,5,2,2
PeruExport,Platano,Mercado Mundial,1035,2019,4,4,1,1,3
America,Platano,Europa Exportadores,2300,2015,1,3,3,3,2
America,Palta,Mercado Mundial,829,2020,2,3,2,1,3
America,Mandarina,Exportadores Mundiales,2214,2014,4,4,3,3,2
AgroLatina,Platano,Europa Exportadores,1663,2020,4,3,4,2,2
Alfa,Naranja,Europa Exportadores,1203,2012,3,4,1,3,3
VirPeru,Uva,America Exportadores,1031,2010,1,3,5,2,2
AgroPro,Naranja,Mercado Mundial,1778,2017,2,4,2,2,3
Alfa,Platano,Europa Exportadores,2188,2018,5,4,3,1,2
AgroPro,Naranja,Mercado Mundial,1289,2011,3,4,4,1,3
VirPeru,Mango,America Exportadores,1505,2010,1,3,5,1,3
America,Mango,America Exportadores,2392,2016,1,3,5,1,2
Alfa,ArÃ¡ndanos,Exportadores Mundiales,2305,2020,3,3,5,1,2
AgroPro,Mango,Europa Exportadores,1692,2017,5,4,5,2,3
Alfa,Mango,Mercado Mundial,1886,2010,2,4,2,3,3
FruPeru,Palta,Europa Exportadores,2198,2011,1,4,4,3,2
VirPeru,ArÃ¡ndanos,Europa Exportadores,932,2015,5,3,2,3,3
Alfa,Mango,Exportadores Mundiales,1164,2013,2,3,3,3,2
AgroPro,Naranja,J&T Exportadores,1113,2018,1,3,5,3,2
VirPeru,Naranja,J&T Exportadores,1790,2017,1,4,4,1,3
PeruExport,Palta,Mercado Mundial,1090,2014,2,4,3,1,2
Alfa,Mango,Europa Exportadores,1634,2010,5,3,3,3,3
PeruExport,Mango,J&T Exportadores,1450,2011,4,3,5,2,3
FruPeru,Mandarina,Mercado Mundial,920,2011,1,3,5,3,3
VirPeru,Palta,Europa Exportadores,1165,2016,5,4,3,3,2
AgroPro,Uva,America Exportadores,1172,2010,2,4,1,1,3
AgroLatina,Mandarina,America Exportadores,1455,2020,4,3,5,2,2
AgroLatina,Uva,J&T Exportadores,1454,2010,2,3,4,2,3
PeruExport,Platano,J&T Exportadores,1315,2020,4,4,3,3,3
America,Naranja,Mercado Mundial,1442,2010,2,3,3,2,3
VirPeru,Platano,Mercado Mundial,2056,2010,5,4,4,3,2
AgroPro,Mandarina,America Exportadores,1181,2018,2,4,5,2,3
VirPeru,Mango,Mercado Mundial,1020,2015,5,4,3,1,2
PeruExport,Palta,America Exportadores,1410,2013,1,4,2,3,3
Alfa,Mandarina,Europa Exportadores,925,2014,3,4,5,2,2
FruPeru,Palta,Exportadores Mundiales,1849,2019,4,4,4,3,2
AgroLatina,Naranja,J&T Exportadores,817,2012,4,3,2,3,2
America,Palta,Europa Exportadores,1311,2015,4,3,3,3,2
PeruExport,Mandarina,Mercado Mundial,1602,2018,5,4,1,3,3
Alfa,Palta,J&T Exportadores,1897,2014,2,4,2,2,2
PeruExport,Mango,Mercado Mundial,1475,2017,3,3,1,3,3
VirPeru,ArÃ¡ndanos,Mercado Mundial,1588,2010,4,4,2,3,2
PeruExport,Mandarina,Europa Exportadores,1399,2016,5,4,1,2,3
FruPeru,Platano,Europa Exportadores,2326,2013,5,4,4,2,3
AgroPro,Mandarina,Exportadores Mundiales,983,2011,2,4,4,2,3
AgroPro,Uva,Europa Exportadores,1352,2014,1,4,5,2,2
VirPeru,Palta,J&T Exportadores,1476,2016,2,3,2,2,2
PeruExport,Naranja,Exportadores Mundiales,2341,2019,2,3,2,2,2
PeruExport,Mango,J&T Exportadores,1461,2012,4,4,2,2,2
PeruExport,Palta,America Exportadores,1988,2010,1,4,5,1,2
FruPeru,Mango,Exportadores Mundiales,2236,2017,5,3,1,3,3
AgroPro,Uva,J&T Exportadores,2173,2011,5,4,2,3,2
VirPeru,Platano,Mercado Mundial,1520,2017,1,3,3,2,3
PeruExport,Platano,Exportadores Mundiales,2032,2012,5,3,1,2,3
VirPeru,ArÃ¡ndanos,Mercado Mundial,2023,2014,4,3,4,2,3
PeruExport,Palta,Mercado Mundial,1042,2013,3,3,2,1,2
America,Mango,America Exportadores,1652,2014,5,3,3,2,3
AgroPro,Platano,Europa Exportadores,1460,2018,4,3,3,3,2
Alfa,Palta,Europa Exportadores,1651,2020,5,3,5,1,3
PeruExport,Mango,Exportadores Mundiales,2213,2015,5,3,3,3,3
AgroLatina,ArÃ¡ndanos,America Exportadores,1587,2018,3,3,5,1,2
Alfa,Naranja,J&T Exportadores,1080,2019,4,3,2,2,2
America,Palta,Europa Exportadores,2107,2012,2,4,2,3,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1522,2012,2,4,3,1,3
FruPeru,Palta,Exportadores Mundiales,1448,2020,4,4,3,2,3
America,ArÃ¡ndanos,America Exportadores,2163,2020,5,4,2,3,2
AgroPro,Naranja,Exportadores Mundiales,2108,2020,4,4,4,3,2
VirPeru,Platano,Exportadores Mundiales,1605,2017,3,3,4,2,3
Alfa,Uva,Mercado Mundial,2243,2011,1,3,5,1,2
Alfa,ArÃ¡ndanos,J&T Exportadores,1957,2015,1,4,3,1,2
AgroPro,Platano,America Exportadores,1282,2014,2,3,5,2,3
Alfa,Mango,Mercado Mundial,888,2014,1,3,4,3,3
FruPeru,Mango,America Exportadores,1747,2011,5,3,1,1,3
AgroLatina,Naranja,America Exportadores,1298,2011,3,3,1,1,3
AgroPro,Palta,Exportadores Mundiales,1958,2019,1,3,1,3,2
AgroLatina,Mango,America Exportadores,1115,2020,1,3,1,1,3
AgroPro,Mandarina,Mercado Mundial,1326,2019,5,3,2,1,2
PeruExport,ArÃ¡ndanos,America Exportadores,1878,2020,1,4,1,1,2
VirPeru,Palta,America Exportadores,1813,2017,5,4,5,1,2
Alfa,Naranja,America Exportadores,1121,2015,2,3,4,3,3
FruPeru,Platano,J&T Exportadores,1747,2010,5,4,3,2,3
America,ArÃ¡ndanos,J&T Exportadores,1729,2020,1,4,5,2,2
VirPeru,Mandarina,Mercado Mundial,1255,2019,4,4,5,1,3
America,ArÃ¡ndanos,America Exportadores,1228,2011,4,3,2,1,2
PeruExport,Palta,J&T Exportadores,1627,2010,5,4,2,2,3
AgroPro,ArÃ¡ndanos,Europa Exportadores,1157,2010,2,4,4,1,3
FruPeru,Mandarina,Mercado Mundial,1605,2016,3,3,3,1,2
America,ArÃ¡ndanos,Exportadores Mundiales,1910,2016,4,4,3,1,2
AgroPro,Uva,Europa Exportadores,1639,2017,5,3,3,1,3
PeruExport,Mandarina,Exportadores Mundiales,1619,2020,5,4,3,3,2
AgroLatina,Mandarina,Exportadores Mundiales,1029,2019,4,3,1,3,3
America,Platano,Europa Exportadores,1110,2019,1,4,3,3,2
FruPeru,Platano,Exportadores Mundiales,2344,2011,4,4,2,2,3
VirPeru,Palta,J&T Exportadores,1581,2017,3,4,5,1,3
PeruExport,Palta,Europa Exportadores,1819,2013,1,4,1,3,3
America,ArÃ¡ndanos,America Exportadores,853,2015,4,4,5,1,2
VirPeru,Palta,America Exportadores,1959,2016,2,4,4,1,2
PeruExport,Uva,J&T Exportadores,2131,2010,4,4,4,1,2
AgroLatina,Platano,J&T Exportadores,1480,2015,3,4,5,1,3
Alfa,ArÃ¡ndanos,Mercado Mundial,2354,2010,1,4,5,1,3
AgroLatina,Uva,Europa Exportadores,1934,2010,4,4,3,1,3
PeruExport,ArÃ¡ndanos,J&T Exportadores,1397,2010,5,3,4,3,2
AgroLatina,Mango,Mercado Mundial,1505,2012,5,3,2,3,3
America,Mandarina,Mercado Mundial,1737,2019,1,3,4,3,2
Alfa,Uva,Europa Exportadores,1004,2020,1,4,3,3,2
AgroPro,ArÃ¡ndanos,America Exportadores,1671,2014,2,4,3,3,2
AgroPro,Mandarina,Europa Exportadores,2088,2012,2,3,1,3,3
PeruExport,Palta,Europa Exportadores,1660,2010,3,3,5,3,3
VirPeru,Mandarina,J&T Exportadores,1664,2014,5,3,5,1,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,1098,2014,2,3,1,2,3
AgroLatina,Palta,Exportadores Mundiales,1879,2020,5,4,2,3,2
AgroLatina,ArÃ¡ndanos,J&T Exportadores,1641,2013,4,3,5,2,2
AgroPro,Platano,America Exportadores,2064,2015,2,4,2,2,3
Alfa,Mandarina,America Exportadores,964,2013,3,3,1,3,2
America,Mango,America Exportadores,2228,2018,2,4,1,3,2
VirPeru,Mango,Exportadores Mundiales,1191,2020,5,4,2,1,2
VirPeru,Mango,Europa Exportadores,2304,2017,1,4,1,1,3
America,Platano,America Exportadores,2232,2014,4,3,1,2,3
America,Naranja,Exportadores Mundiales,1024,2020,2,3,1,3,2
FruPeru,Mango,Exportadores Mundiales,1361,2017,3,4,5,1,2
FruPeru,Palta,J&T Exportadores,1592,2013,4,3,2,1,3
Alfa,Mandarina,America Exportadores,2355,2017,2,4,3,1,2
AgroLatina,Mango,Europa Exportadores,1823,2016,3,4,3,1,2
AgroPro,Mango,America Exportadores,939,2017,3,3,1,1,2
America,Mandarina,Exportadores Mundiales,1358,2013,4,3,3,1,2
AgroPro,Mango,J&T Exportadores,1905,2014,5,3,4,1,3
VirPeru,Palta,Mercado Mundial,1614,2014,1,3,3,3,3
AgroPro,Mandarina,Exportadores Mundiales,852,2020,2,3,2,2,2
Alfa,Platano,J&T Exportadores,2113,2016,4,4,1,3,2
Alfa,Uva,Exportadores Mundiales,1366,2011,5,3,1,2,3
FruPeru,Uva,America Exportadores,1596,2015,1,4,4,1,3
PeruExport,Naranja,America Exportadores,1210,2017,5,3,5,2,2
Alfa,Mandarina,America Exportadores,1371,2011,2,3,3,3,2
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1706,2019,2,4,1,2,3
America,Uva,J&T Exportadores,2152,2017,1,4,1,3,2
Alfa,Mango,America Exportadores,1630,2014,1,3,3,3,2
Alfa,Mandarina,Exportadores Mundiales,1395,2015,3,4,3,3,2
AgroPro,Uva,Europa Exportadores,1695,2016,2,4,3,3,3
AgroPro,Mango,J&T Exportadores,1314,2012,5,4,5,2,2
AgroPro,Platano,Mercado Mundial,1514,2019,5,4,2,1,3
VirPeru,Platano,J&T Exportadores,2009,2016,1,3,2,1,3
FruPeru,Naranja,Europa Exportadores,2321,2010,3,4,4,3,2
VirPeru,Mandarina,J&T Exportadores,1686,2012,2,3,1,1,2
AgroPro,Naranja,America Exportadores,1891,2020,3,3,1,2,3
AgroPro,Palta,Mercado Mundial,1875,2015,3,3,3,1,3
PeruExport,Palta,J&T Exportadores,1383,2014,5,4,5,3,2
PeruExport,Platano,Exportadores Mundiales,2066,2013,5,4,2,2,2
FruPeru,Uva,Exportadores Mundiales,1465,2010,3,4,3,2,2
AgroPro,Platano,America Exportadores,875,2016,1,4,2,3,2
America,ArÃ¡ndanos,J&T Exportadores,1781,2013,3,3,1,1,3
VirPeru,Platano,America Exportadores,1867,2019,2,4,4,2,2
Alfa,Mango,J&T Exportadores,1135,2014,4,4,4,2,3
PeruExport,Mandarina,Mercado Mundial,1997,2017,5,4,1,2,3
America,Naranja,J&T Exportadores,2121,2013,3,4,5,2,2
VirPeru,Mandarina,Europa Exportadores,911,2011,5,4,1,1,2
AgroLatina,Palta,J&T Exportadores,2110,2013,3,4,1,1,3
AgroPro,Platano,J&T Exportadores,1886,2010,1,3,2,2,3
VirPeru,Naranja,Mercado Mundial,999,2019,2,4,5,1,2
FruPeru,Mango,Exportadores Mundiales,1342,2018,3,3,4,2,2
AgroPro,Platano,Mercado Mundial,999,2017,3,4,1,1,2
VirPeru,Naranja,Europa Exportadores,1811,2018,5,3,5,2,3
FruPeru,Naranja,America Exportadores,871,2016,3,3,1,3,2
Alfa,Naranja,J&T Exportadores,1668,2016,2,3,1,1,3
PeruExport,Mandarina,America Exportadores,1580,2020,5,3,2,3,3
VirPeru,Platano,Exportadores Mundiales,1168,2015,2,4,2,2,2
AgroLatina,Uva,Mercado Mundial,2210,2016,1,4,3,3,2
AgroPro,Palta,Exportadores Mundiales,1774,2017,1,3,3,2,3
AgroPro,Palta,Mercado Mundial,1211,2011,2,3,3,2,3
America,ArÃ¡ndanos,Europa Exportadores,1419,2018,4,3,4,3,2
FruPeru,ArÃ¡ndanos,Mercado Mundial,1611,2014,5,4,4,1,3
FruPeru,Platano,Europa Exportadores,1298,2014,5,4,5,1,3
AgroLatina,Mandarina,J&T Exportadores,1704,2015,3,4,3,1,2
America,ArÃ¡ndanos,Europa Exportadores,1731,2012,3,4,4,1,3
Alfa,ArÃ¡ndanos,America Exportadores,1997,2020,1,3,5,2,2
Alfa,Mandarina,Exportadores Mundiales,856,2020,2,4,4,3,3
VirPeru,Uva,J&T Exportadores,1669,2014,5,4,1,2,2
America,Mandarina,J&T Exportadores,1528,2015,2,4,2,2,2
PeruExport,Palta,America Exportadores,1990,2015,1,4,2,2,2
PeruExport,Naranja,America Exportadores,1135,2015,2,3,5,2,2
VirPeru,Palta,J&T Exportadores,1092,2010,1,3,3,2,3
AgroLatina,ArÃ¡ndanos,Europa Exportadores,1845,2014,4,3,4,3,3
PeruExport,Mango,Europa Exportadores,1402,2014,1,4,4,3,3
AgroPro,Palta,Europa Exportadores,1001,2011,4,3,3,2,2
America,Platano,Europa Exportadores,1158,2011,4,4,3,2,3
PeruExport,Naranja,Exportadores Mundiales,2223,2017,3,4,5,1,3
America,Mandarina,America Exportadores,1536,2017,2,4,3,1,2
AgroLatina,Uva,Exportadores Mundiales,1653,2016,2,3,3,2,2
AgroPro,ArÃ¡ndanos,J&T Exportadores,1617,2017,2,4,3,2,2
PeruExport,Palta,America Exportadores,1992,2018,5,3,1,3,3
FruPeru,Mandarina,J&T Exportadores,1075,2012,5,4,4,1,3
FruPeru,ArÃ¡ndanos,Mercado Mundial,857,2020,2,4,3,1,2
America,Mango,Exportadores Mundiales,1024,2019,2,3,1,2,3
AgroPro,Uva,Exportadores Mundiales,885,2010,2,4,5,1,3
AgroPro,Mandarina,America Exportadores,1544,2018,2,4,5,2,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,2110,2013,5,4,3,2,2
America,Mango,Europa Exportadores,2051,2020,5,3,5,2,2
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1410,2011,5,3,5,1,2
FruPeru,Platano,Europa Exportadores,1546,2018,3,4,3,3,3
AgroLatina,Mango,America Exportadores,1080,2014,3,3,2,3,2
VirPeru,Platano,Europa Exportadores,2398,2016,3,3,2,3,2
PeruExport,Palta,Mercado Mundial,815,2019,3,4,2,2,2
FruPeru,Platano,J&T Exportadores,2053,2016,5,3,3,3,2
AgroPro,Mandarina,Exportadores Mundiales,1454,2012,1,3,5,1,3
Alfa,Palta,Europa Exportadores,2324,2016,5,3,4,2,2
FruPeru,Palta,J&T Exportadores,1452,2020,2,4,5,3,3
AgroPro,Platano,J&T Exportadores,2182,2015,3,4,1,2,2
PeruExport,Mango,America Exportadores,1368,2019,3,3,1,3,3
PeruExport,Platano,Exportadores Mundiales,1327,2019,1,3,4,1,2
America,Palta,Mercado Mundial,2296,2014,3,4,1,3,2
AgroLatina,Uva,J&T Exportadores,1314,2013,1,3,4,3,2
America,Platano,Mercado Mundial,841,2016,1,4,3,3,3
Alfa,Naranja,America Exportadores,1283,2012,2,3,5,2,2
FruPeru,Uva,Exportadores Mundiales,1160,2020,3,4,5,3,2
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,2300,2018,4,4,2,2,2
AgroLatina,Platano,Mercado Mundial,1725,2017,3,4,2,3,3
Alfa,Naranja,J&T Exportadores,937,2018,5,3,1,2,3
PeruExport,Platano,J&T Exportadores,2297,2018,2,4,1,3,3
PeruExport,ArÃ¡ndanos,Mercado Mundial,853,2012,4,3,5,2,2
AgroLatina,Mandarina,J&T Exportadores,2333,2013,2,3,4,1,2
PeruExport,Platano,Exportadores Mundiales,1551,2020,2,3,3,1,3
AgroPro,Naranja,America Exportadores,1866,2019,4,4,3,3,2
AgroPro,Naranja,America Exportadores,1309,2020,1,3,4,3,3
VirPeru,Mango,Europa Exportadores,2188,2010,2,3,1,1,2
PeruExport,ArÃ¡ndanos,America Exportadores,964,2012,1,4,3,3,2
AgroPro,Naranja,Mercado Mundial,1736,2013,4,4,3,2,2
AgroLatina,Mandarina,J&T Exportadores,1418,2018,3,4,1,3,2
PeruExport,Uva,Europa Exportadores,1614,2018,2,4,5,2,2
AgroLatina,Mandarina,Mercado Mundial,2072,2019,3,4,3,1,2
VirPeru,Mandarina,J&T Exportadores,1422,2019,5,3,3,3,2
America,Platano,Exportadores Mundiales,1886,2017,1,4,1,1,2
PeruExport,Palta,J&T Exportadores,1120,2014,4,3,2,2,2
Alfa,Mango,Europa Exportadores,1417,2017,2,3,4,2,3
AgroLatina,Palta,Exportadores Mundiales,965,2015,2,3,2,3,3
Alfa,Uva,J&T Exportadores,2246,2019,5,4,5,1,3
FruPeru,ArÃ¡ndanos,America Exportadores,2342,2011,2,4,2,1,3
AgroLatina,Mango,J&T Exportadores,2175,2018,1,3,4,2,2
FruPeru,Mango,Exportadores Mundiales,2386,2011,1,4,1,3,2
America,Uva,J&T Exportadores,1289,2019,4,4,5,1,2
Alfa,Platano,America Exportadores,1981,2018,3,3,5,3,3
VirPeru,Platano,America Exportadores,1607,2020,2,4,1,1,2
Alfa,Platano,J&T Exportadores,2278,2016,5,4,3,3,2
FruPeru,Uva,Mercado Mundial,1568,2020,4,3,4,1,2
Alfa,Mango,Europa Exportadores,1584,2014,3,4,2,2,3
PeruExport,Mandarina,J&T Exportadores,1514,2015,1,4,1,3,3
FruPeru,Platano,America Exportadores,937,2017,3,4,1,2,2
FruPeru,Naranja,J&T Exportadores,1211,2015,5,3,3,2,2
AgroPro,Naranja,Europa Exportadores,1216,2019,5,4,3,3,3
Alfa,Palta,Exportadores Mundiales,1222,2012,3,3,2,3,2
America,Platano,Europa Exportadores,1382,2010,5,3,4,3,2
Alfa,Palta,America Exportadores,1559,2017,3,4,2,3,2
VirPeru,Uva,Europa Exportadores,1465,2011,2,4,4,3,3
FruPeru,Palta,Europa Exportadores,2139,2016,2,4,2,3,2
AgroLatina,Mango,Europa Exportadores,1711,2015,5,3,1,1,2
VirPeru,Platano,America Exportadores,2292,2017,5,3,3,2,3
America,Uva,Mercado Mundial,1678,2015,1,4,3,3,3
AgroLatina,Mandarina,J&T Exportadores,1676,2017,2,4,1,1,3
Alfa,Palta,America Exportadores,2037,2014,3,4,1,3,3
America,Uva,America Exportadores,1095,2013,5,4,4,3,3
AgroLatina,Uva,Exportadores Mundiales,950,2018,4,4,4,1,2
PeruExport,Naranja,Exportadores Mundiales,1231,2012,5,4,2,1,2
VirPeru,Mango,Exportadores Mundiales,1199,2020,3,3,5,3,2
America,Mango,Europa Exportadores,1687,2014,4,3,4,1,2
VirPeru,Platano,Exportadores Mundiales,1670,2011,2,4,2,3,3
PeruExport,Uva,Mercado Mundial,1591,2014,3,3,5,3,2
FruPeru,Mandarina,America Exportadores,1179,2020,2,3,3,3,3
FruPeru,Palta,Mercado Mundial,2394,2020,3,3,4,1,2
AgroLatina,Mango,J&T Exportadores,917,2018,4,4,5,1,3
PeruExport,Mango,America Exportadores,1910,2015,4,3,2,2,3
AgroPro,ArÃ¡ndanos,Exportadores Mundiales,1381,2013,3,4,5,3,2
AgroLatina,Platano,Europa Exportadores,1389,2018,3,4,5,1,3
PeruExport,Naranja,Exportadores Mundiales,1579,2010,4,4,4,3,2
PeruExport,Mango,Exportadores Mundiales,2111,2013,2,4,5,2,3
AgroLatina,Uva,Exportadores Mundiales,2089,2013,5,4,3,2,2
AgroLatina,ArÃ¡ndanos,Mercado Mundial,1092,2017,4,3,5,1,2
Alfa,Uva,Europa Exportadores,1553,2014,4,3,5,2,2
America,Palta,Exportadores Mundiales,1199,2012,5,3,2,2,2
FruPeru,ArÃ¡ndanos,Europa Exportadores,1862,2012,5,4,3,1,3
PeruExport,Platano,Mercado Mundial,2222,2014,5,3,4,3,2
PeruExport,Mango,Europa Exportadores,2143,2012,1,4,1,2,3
AgroPro,Uva,Exportadores Mundiales,1627,2020,5,4,2,3,2
VirPeru,Palta,Exportadores Mundiales,2231,2019,3,3,3,3,3
AgroLatina,ArÃ¡ndanos,Exportadores Mundiales,1510,2012,2,3,5,3,3
VirPeru,Naranja,Europa Exportadores,1759,2020,5,3,4,2,2
VirPeru,Mandarina,Exportadores Mundiales,2137,2013,2,3,2,1,3
AgroLatina,Naranja,Mercado Mundial,1822,2018,1,4,3,2,2
PeruExport,Mandarina,Exportadores Mundiales,1328,2017,5,3,2,2,2
AgroLatina,Palta,Mercado Mundial,2142,2010,2,3,4,2,3
FruPeru,ArÃ¡ndanos,Mercado Mundial,1640,2020,1,4,3,1,3
PeruExport,Palta,Exportadores Mundiales,930,2013,1,3,5,2,3
AgroPro,Naranja,J&T Exportadores,1948,2014,3,3,3,2,3
Alfa,Palta,Exportadores Mundiales,2144,2017,3,3,2,1,2
FruPeru,Mango,J&T Exportadores,1211,2011,1,4,2,1,3
AgroPro,Palta,Europa Exportadores,1230,2014,3,4,3,3,3
Alfa,Mango,Mercado Mundial,1538,2019,4,3,1,1,2
FruPeru,Naranja,J&T Exportadores,1245,2015,1,4,5,3,2
America,Mango,America Exportadores,960,2017,2,4,5,1,3
FruPeru,ArÃ¡ndanos,J&T Exportadores,2395,2018,4,3,1,1,2
AgroPro,Palta,Exportadores Mundiales,1909,2019,2,3,3,1,3
AgroLatina,Palta,J&T Exportadores,1154,2020,2,3,2,1,2
VirPeru,Mandarina,Europa Exportadores,1976,2019,1,4,1,1,2
PeruExport,Naranja,Europa Exportadores,2075,2011,3,4,3,2,2
VirPeru,Mandarina,America Exportadores,2303,2015,1,4,2,1,3
AgroLatina,Uva,America Exportadores,2176,2017,2,3,2,1,2
America,Mandarina,America Exportadores,1792,2019,4,4,5,1,3
America,Platano,Mercado Mundial,2127,2019,4,4,3,2,3
America,Mango,J&T Exportadores,1762,2012,1,3,3,3,2
AgroPro,ArÃ¡ndanos,America Exportadores,2088,2015,4,3,5,2,2
AgroLatina,Uva,Mercado Mundial,1677,2020,1,3,1,2,3
FruPeru,Platano,Europa Exportadores,1563,2015,3,3,2,2,3
FruPeru,ArÃ¡ndanos,Europa Exportadores,2215,2010,2,4,4,2,3
AgroLatina,Mango,J&T Exportadores,1655,2010,3,4,1,2,3
Alfa,ArÃ¡ndanos,J&T Exportadores,915,2014,2,4,4,2,3
America,Platano,America Exportadores,1202,2015,2,4,3,3,3
Alfa,Mandarina,Europa Exportadores,1462,2019,4,4,4,2,3
America,Palta,Mercado Mundial,1000,2011,5,4,5,2,2
AgroPro,Mandarina,Europa Exportadores,2359,2013,1,3,4,1,2
FruPeru,ArÃ¡ndanos,Mercado Mundial,2235,2011,2,3,1,1,2
AgroLatina,Palta,Europa Exportadores,1022,2017,1,4,5,3,2
FruPeru,Mango,J&T Exportadores,1663,2011,1,3,5,1,2
America,Mandarina,Exportadores Mundiales,2286,2011,4,3,1,2,3
FruPeru,Palta,America Exportadores,910,2011,5,3,2,2,3
VirPeru,Naranja,America Exportadores,1385,2018,5,3,3,3,3
FruPeru,Palta,Europa Exportadores,874,2010,5,4,3,2,3
Alfa,Palta,Europa Exportadores,2199,2020,3,3,1,2,3
PeruExport,Palta,America Exportadores,840,2020,5,3,5,1,3
America,Uva,J&T Exportadores,1388,2015,3,3,5,3,2
Alfa,Mandarina,Europa Exportadores,823,2016,3,4,1,2,2
AgroPro,Uva,Mercado Mundial,834,2019,5,4,3,1,2
VirPeru,Mango,Exportadores Mundiales,2147,2012,3,3,5,2,3
Alfa,ArÃ¡ndanos,Europa Exportadores,1908,2020,1,4,2,3,3
VirPeru,Palta,J&T Exportadores,2344,2020,3,4,1,2,2
VirPeru,Palta,Europa Exportadores,1471,2015,3,4,1,3,2
FruPeru,Platano,America Exportadores,2091,2014,1,3,4,3,2
FruPeru,Uva,America Exportadores,2395,2018,2,4,4,3,3
VirPeru,Naranja,J&T Exportadores,1007,2019,5,3,1,2,3
VirPeru,Platano,Exportadores Mundiales,1630,2013,4,4,5,2,2
VirPeru,ArÃ¡ndanos,Mercado Mundial,2217,2018,3,4,4,2,3
AgroLatina,Naranja,J&T Exportadores,2057,2016,3,4,4,1,3
AgroPro,ArÃ¡ndanos,J&T Exportadores,2334,2016,3,3,4,1,2
Alfa,Palta,Exportadores Mundiales,2109,2020,4,4,3,2,2
AgroPro,ArÃ¡ndanos,America Exportadores,1765,2014,3,3,1,1,2
AgroPro,Platano,Exportadores Mundiales,1564,2019,1,3,1,1,3
FruPeru,Palta,J&T Exportadores,1914,2015,5,4,4,2,3
AgroLatina,Uva,Mercado Mundial,2341,2015,2,3,3,2,3
VirPeru,Uva,America Exportadores,2167,2015,5,3,3,2,2
AgroLatina,Platano,Exportadores Mundiales,2150,2014,2,4,1,1,2
FruPeru,Uva,Europa Exportadores,1774,2011,2,3,5,1,2
Alfa,Uva,Exportadores Mundiales,1163,2014,3,4,3,2,2
FruPeru,Mandarina,America Exportadores,1758,2012,3,4,4,3,3
AgroLatina,Platano,Exportadores Mundiales,1253,2012,1,3,3,2,3
FruPeru,ArÃ¡ndanos,Exportadores Mundiales,2100,2020,5,4,3,1,3
America,Mandarina,America Exportadores,1937,2011,4,3,1,1,2
AgroLatina,Platano,Exportadores Mundiales,1007,2014,1,3,4,1,2
America,Mandarina,America Exportadores,1549,2016,5,3,2,1,3
AgroLatina,Naranja,Mercado Mundial,1264,2011,1,4,3,3,3
America,Palta,Mercado Mundial,985,2019,1,4,5,3,3
AgroLatina,Uva,Europa Exportadores,1046,2011,3,3,3,2,2
FruPeru,Palta,America Exportadores,1603,2018,1,4,5,1,3
PeruExport,Palta,Europa Exportadores,2364,2014,2,3,5,1,2
AgroPro,Naranja,J&T Exportadores,1508,2020,4,4,4,2,2
PeruExport,Platano,Mercado Mundial,1279,2011,2,4,5,1,2
AgroPro,Mango,J&T Exportadores,1801,2020,4,3,1,3,2
AgroLatina,Uva,Exportadores Mundiales,1350,2015,4,3,1,2,2
FruPeru,Platano,Exportadores Mundiales,1614,2015,3,4,2,1,3
